시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,문화체육업종명,공사립구분명,보험가입여부코드,회원모집총인원
수원시,S-body 휘트니스,20160920,,13,영업중,,298-1016,,16610,"경기도 수원시 권선구 하탑로 52, 5층 (탑동)",경기도 수원시 권선구 탑동 885-2 5층 ,16610,37.2690897510,126.9773965728,,197924.030981289    ,418568.749610317    ,체력단련장업,사립,,
수원시,카인드짐,20170421,,13,영업중,,,,16340,"경기도 수원시 장안구 정자로 164, 3,4층 (정자동)",경기도 수원시 장안구 정자동 429-43 ,16340,37.3054582052,126.9933828894,,199343.774809016    ,422597.278237535    ,체력단련장업,사립,,0
수원시,m1운동과학센터,20140918,,13,영업중,,,,16704,"경기도 수원시 영통구 반달로7번길 6, 센타프라자 8층 (영통동)",경기도 수원시 영통구 영통동 998-5 센타프라자 ,16704,37.2523142859,127.0740258212,,204933.25584122     ,415306.241524918    ,체력단련장업,사립,,
수원시,피트니스크루 권선점,20150327,,13,영업중,,,,16584,"경기도 수원시 권선구 덕영대로1201번길 34, 3,4층 (권선동)",경기도 수원시 권선구 권선동 1191-1 ,16584,37.2505690045,127.0229215756,,201970.92           ,416513.180000001    ,체력단련장업,사립,,
수원시,버드내노인복지회관,20060331,,13,영업중,,898-6544,,,경기도 수원시 권선구 권선로564번길 36 (세류동),경기도 수원시 권선구 세류동 483 ,441870,37.2611251141,127.0120511065,,200989.231609736    ,417686.604821012    ,체력단련장업,사립,,
수원시,비식스 피트니스,20170803,,13,영업중,,031-217-9497,,16226,"경기도 수원시 영통구 대학로 34, 6층 (이의동)",경기도 수원시 영통구 이의동 1258-4 ,16226,37.2992807774,127.0436234936,,203802.241097943    ,421922.289852146    ,체력단련장업,사립,,
수원시,서호노인복지관,20090820,,13,영업중,,291-0911,,16409,"경기도 수원시 권선구 구운로4번길 34, 서호노인복지관 (구운동)",경기도 수원시 권선구 구운동 501 서호노인복지관 ,16409,37.2785221921,126.9762371940,,197805.034550655    ,419638.97471577     ,체력단련장업,사립,,
수원시,거광헬스클럽,20030313,,13,영업중,,222-7700,,,,경기도 수원시 팔달구 인계동 1134-2 ,442835,,,,,,체력단련장업,사립,0,
수원시,헬스원,20040324,,13,영업중,,253-0605,,,경기도 수원시 장안구 경수대로 1030 (파장동),경기도 수원시 장안구 파장동 627-9 ,440855,37.3073324492,126.9995880416,,199893.488714989    ,422819.367069951    ,체력단련장업,사립,,
수원시,BN휘트니스,20170315,,13,영업중,,,,16337,"경기도 수원시 장안구 정자로 149, 7층 (정자동, 센타프라자빌딩)",경기도 수원시 장안구 정자동 840-77 ,16337,37.3045157603,126.9922156740,,199238.391371195    ,422502.983505391    ,체력단련장업,사립,,
수원시,레디휘트니스,20140901,,13,영업중,,242-4363,,440850,경기도 수원시 장안구 송원로92번길 81 (조원동),경기도 수원시 장안구 조원동 898-1 ,440850,37.3021627847,127.0092247016,,200746.489299722    ,422239.195379247    ,체력단련장업,사립,Y,
수원시,피트니스 크루 천천점,20171122,,13,영업중,,031-271-0311,,16329,"경기도 수원시 장안구 덕영대로535번길 34, 701,702호 (천천동)",경기도 수원시 장안구 천천동 524-2 천천동그린프라자 ,16329,37.2971166029,126.9820995154,,198345.07361801     ,421677.959818272    ,체력단련장업,사립,,
수원시,펀휘트니스,20180514,,13,영업중,,233-8265,,16579,"경기도 수원시 권선구 장다리로 67, 평화빌딩 4층 401, 402호 (세류동)","경기도 수원시 권선구 세류동 1076-3 외 1필지 평화빌딩 4층 401, 402호 ",16579,37.2564608724,127.0198847773,,201691.922475131    ,417161.575475122    ,체력단련장업,사립,,
수원시,우만헬스클럽,20040503,,13,영업중,,242-3309,,,경기도 수원시 팔달구 팔달문로139번길 11-4 (우만동),경기도 수원시 팔달구 우만동 526-12 ,442819,37.2832307006,127.0307361629,,202655.375700442    ,420142.44129113     ,체력단련장업,사립,,
수원시,성도 스포츠 사우나,20050329,,13,영업중,,255-6031,,,경기도 수원시 장안구 정조로 941 (영화동),경기도 수원시 장안구 영화동 308-1 ,440819,37.2912941364,127.0119127454,,200985.458858618    ,421034.206614612    ,체력단련장업,사립,0,
수원시,Y-GYM,20180727,,13,영업중,,,,16393,"경기도 수원시 권선구 금곡로196번길 68, CM타워 504~507호 (금곡동)",경기도 수원시 권선구 금곡동 1124-2 504~507호 ,16393,37.2733697312,126.9550451467,,195943.229041496    ,419047.428597659    ,체력단련장업,사립,,
수원시,보훈재활체육센터,20120113,,13,영업중,,259-0900,,16275,경기도 수원시 장안구 광교산로 71 (하광교동),경기도 수원시 장안구 하광교동 437-1 ,440260,37.2976284576,127.0245990432,,202137.852972427    ,421800.790105023    ,체력단련장업,사립,,
수원시,리조트 휘트니스,20140825,,13,영업중,,212-9883,,16491,"경기도 수원시 팔달구 권광로 146, 지층 1호 (인계동, 벽산그랜드코아)",경기도 수원시 팔달구 인계동 1125-2 벽산그랜드코아 지하1호,442835,37.2604569330,127.0318586271,,202754.805056835    ,417615.620529847    ,체력단련장업,사립,Y,
수원시,팀앤조이멀티스튜디오권선,20161025,,13,영업중,,237-0705,,16584,"경기도 수원시 권선구 덕영대로1201번길 8, 501호 (권선동)",경기도 수원시 권선구 권선동 1193 501호,16584,37.2495310161,127.0225785693,,201940.181271907    ,416408.841213562    ,체력단련장업,사립,,
수원시,마크짐휘트니스 영통역점,20101231,,13,영업중,,262-3211,,16703,"경기도 수원시 영통구 봉영로 1617, 훼미리타워 (영통동)",경기도 수원시 영통구 영통동 958-2 훼미리타워 ,16703,37.2555242912,127.0743122195,,206521.718164127    ,417068.663604595    ,체력단련장업,사립,,
수원시,스터번스그린헬스,20140311,,13,영업중,,,,16340,"경기도 수원시 장안구 만석로159번길 77, 상가동 202호 (정자동, 그린맨션)",경기도 수원시 장안구 정자동 417 그린맨션 상가동 202호,440840,37.3049176774,126.9955643428,,199548.887708373    ,422515.309022382    ,체력단련장업,사립,,
수원시,JK휘트니스,20030221,,13,영업중,,,,,경기도 수원시 장안구 하률로12번길 82 (천천동),경기도 수원시 장안구 천천동 571-3 ,440330,37.3008887025,126.9769283887,,197884.172689955    ,422098.003832596    ,체력단련장업,사립,,
수원시,아리테휘트니스,20191029,,13,영업중,,031-292-2020,,16391,"경기도 수원시 권선구 금곡로 193, 아리테호텔타워 5층 (금곡동)",경기도 수원시 권선구 금곡동 1112-2 아리테호텔타워 ,16391,37.2738675680,126.9515900550,,195636.513520569    ,419102.14888564     ,체력단련장업,사립,,
수원시,더블유짐 정자11호점,20210429,,13,영업중,,031-268-5551,,16334,"경기도 수원시 장안구 정자천로 187, 2층 201호 (정자동)",경기도 수원시 장안구 정자동 874-2 201호,16334,37.2965613775,126.9954621899,,199524.963492432    ,421620.627876998    ,체력단련장업,사립,,
수원시,커브스정자클럽,20190409,,13,영업중,,,,16334,"경기도 수원시 장안구 대평로 80, 정연메이저 808호 (정자동)",경기도 수원시 장안구 정자동 877-4 ,16334,37.2955258737,126.9936074645,,199363.753036764    ,421508.111841259    ,체력단련장업,사립,,
수원시,밸런스컴퍼니,20200928,,13,영업중,,031-271-5020,,16357,"경기도 수원시 장안구 덕영대로425번길 53, 3층 301호 (율전동)",경기도 수원시 장안구 율전동 150-5 ,16357,37.3033544410,126.9699379010,,197263.70066747     ,422374.252516217    ,체력단련장업,사립,,
수원시,유핏,20210601,,13,영업중,,,,16705,"경기도 수원시 영통구 반달로 106, 2층 (영통동)",경기도 수원시 영통구 영통동 1037-10 ,16705,37.2528755649,127.0772138673,,206780.051679828    ,416775.861224069    ,체력단련장업,사립,,0
수원시,스완뉴pt & pilates studio,20210615,,13,영업중,,,,16391,"경기도 수원시 권선구 금곡로 205, 해피라움 (금곡동)",경기도 수원시 권선구 금곡동 1113-4 해피라움 ,16391,37.2743335241,126.9529402139,,195757.763462628    ,419153.517242908    ,체력단련장업,사립,,
수원시,피트니스 M,20200611,,13,영업중,,031-240-3666,,16507,"경기도 수원시 영통구 광교로 146, 안효빌딩 12층 (이의동)",경기도 수원시 영통구 이의동 1329 ,16507,37.2929538293,127.0485356755,,204232.114908833    ,421219.595446717    ,체력단련장업,사립,,
수원시,"피트니스, 그 순간",20201029,,13,영업중,,,,16224,"경기도 수원시 영통구 대학로 103, 골드클래스7 2층 201~203호 (이의동)",경기도 수원시 영통구 이의동 1202-2 골드클래스 ,16224,37.3046215613,127.0471569817,,204110.53           ,422515.710000001    ,체력단련장업,사립,,
수원시,타워휘트니스,20201029,,13,영업중,,031-269-9994,,16326,"경기도 수원시 장안구 천천로 100, 206~215호 (천천동)",경기도 수원시 장안구 천천동 516 ,16326,37.3005865501,126.9840728893,,198519.332032021    ,422074.726377762    ,체력단련장업,사립,,
수원시,어라운드 크로스핏,20210325,,13,영업중,,,,16402,"경기도 수원시 권선구 서수원로 437, 메종프라자 1층 (호매실동)",경기도 수원시 권선구 호매실동 1375-6 ,16402,37.2656684909,126.9621946365,,196575.676685635    ,418192.823967321    ,체력단련장업,사립,,
수원시,날씬해GYM,20181128,,13,영업중,,031-278-7741,,16388,"경기도 수원시 권선구 금곡로118번길 24, 리치빌딩 5층 (금곡동)",경기도 수원시 권선구 금곡동 1088-2 리치빌딩 ,16388,37.2731330228,126.9429215942,,194867.06439976     ,419022.052744148    ,체력단련장업,사립,,
수원시,와이엠(YM) 스포츠재활센터,20200728,,13,영업중,,,,16324,"경기도 수원시 장안구 하률로12번길 4, 율천프라자 2층 (천천동)",경기도 수원시 장안구 천천동 557-4 율천프라자 ,16324,37.3027247897,126.9742752766,,197647.58312227     ,422304.252892313    ,체력단련장업,사립,,
수원시,피트니스디 천천점,20210623,,13,영업중,,,,16329,"경기도 수원시 장안구 덕영대로535번길 46, 4층 (천천동)",경기도 수원시 장안구 천천동 524-4 4층 ,16329,37.2972904273,126.9826850362,,198394.651596664    ,421700.37391186     ,체력단련장업,사립,,
수원시,서포트짐,20210630,,13,영업중,,0507-1362-3639,,16491,"경기도 수원시 팔달구 권광로 122, 두오빌딩 4층 (인계동)",경기도 수원시 팔달구 인계동 1135-6 ,16491,37.2585967124,127.0310130740,,202678.942498007    ,417405.469889217    ,체력단련장업,사립,,
수원시,헬스보이짐 권선점,20210714,,13,영업중,,031-226-9009,,16553,"경기도 수원시 권선구 동수원로 232, 센터블스파 (권선동)",경기도 수원시 권선구 권선동 1296-5 센터블스파 ,16553,37.2502552995,127.0346956315,,203008.63167969     ,416482.021577373    ,체력단련장업,사립,,0
수원시,바이탈사인,20191017,,13,영업중,,,,16503,"경기도 수원시 영통구 동수원로537번길 57, 동경빌딩 401호 (원천동)",경기도 수원시 영통구 원천동 28-25 동경빌딩 401호,16503,37.2748347909,127.0459029556,,204000.179843712    ,419205.052611649    ,체력단련장업,사립,,
수원시,조아핏 우만점,20210421,,13,영업중,,031-242-8887,,16234,"경기도 수원시 팔달구 세지로421번길 46, 3층 (우만동)",경기도 수원시 팔달구 우만동 484-17 ,16234,37.2881020912,127.0294423750,,202540.168342629    ,420682.414476534    ,체력단련장업,사립,,
수원시,인투짐,20210721,,13,영업중,,,,16512,"경기도 수원시 영통구 광교중앙로266번길 20, 2층 (하동)",경기도 수원시 영통구 하동 983-4 ,16512,37.2928305469,127.0686527549,,206015.94202382     ,421207.585789711    ,체력단련장업,사립,,0
수원시,현피트니스,20190813,,13,영업중,,07077868017,,16351,"경기도 수원시 장안구 파장로 40, 202호 (파장동)",경기도 수원시 장안구 파장동 599-24 ,16351,37.3054525566,126.9962829561,,199600.648546575    ,422608.80213921     ,체력단련장업,사립,,
수원시,휘트니스클럽S 망포11호점,20190813,,13,영업중,,031-204-8747,,16687,"경기도 수원시 영통구 영통로 115, 신영통 알파빌딩 7층 (망포동)",경기도 수원시 영통구 망포동 558 신영통 알파빌딩 7층 ,16687,37.2379280569,127.0568573896,,204961.777984697    ,415113.909386515    ,체력단련장업,사립,,
수원시,쿠타짐 광교점,20190326,,13,영업중,,,,16512,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 지하1층 126,127호 (하동)",경기도 수원시 영통구 하동 989 원희캐슬 광교 ,16512,37.2910295210,127.0666661168,,204055.181546355    ,421842.290875909    ,체력단련장업,사립,,
수원시,데이빗 다이어트앤몸짱,20191231,,13,영업중,,,,16261,"경기도 수원시 팔달구 정조로791번길 7-6, 112빌딩 3층 (팔달로2가)","경기도 수원시 팔달구 팔달로2가 112-1 112빌딩, 3층 ",16261,37.2783853460,127.0160907961,,201354.622040689    ,419601.71171301     ,체력단련장업,사립,,
수원시,머스타드짐,20191231,,13,영업중,,205-3162,,16704,"경기도 수원시 영통구 청명남로 31, 키라레스토아 4층 403호 (영통동)",경기도 수원시 영통구 영통동 998-8 키라레스토아 ,16704,37.2529678564,127.0752963703,,206609.040711379    ,416782.237056689    ,체력단련장업,사립,,
수원시,리마인드PT,20200804,,13,영업중,,,,16435,"경기도 수원시 팔달구 덕영대로 693, 풍성프라자 503, 504호 (화서동)",경기도 수원시 팔달구 화서동 644-1 풍성프라자 ,16435,37.2849109266,126.9902040266,,199060.422599529    ,420328.018430376    ,체력단련장업,사립,,
수원시,팀타이거짐 2호점,20200617,,13,영업중,,031-214-6131,,16537,"경기도 수원시 영통구 인계로 239, 4층 (매탄동, 매탄성일아파트)",경기도 수원시 영통구 매탄동 810-4 매탄성일아파트 ,16537,37.2650628533,127.0433451065,,203838.574103305    ,418153.47148742     ,체력단련장업,사립,,
수원시,베럴짐,20200625,,13,영업중,,,,16219,"경기도 수원시 장안구 창룡대로 195, 신향덕소아과 (연무동)",경기도 수원시 장안구 연무동 245-31 신향덕소아과 ,16219,37.2926979334,127.0313994312,,202712.635508224    ,421194.843349834    ,체력단련장업,사립,,0
수원시,트레이닝하우스,20200904,,13,영업중,,,,16226,경기도 수원시 영통구 대학4로 38 (이의동),경기도 수원시 영통구 이의동 1245-5 ,16226,37.2988741063,127.0480489645,,204189.205          ,421876.07           ,체력단련장업,사립,,
수원시,원스핏 북수원점 PT studio,20210419,,13,영업중,,070-7779-9330,,16295,"경기도 수원시 장안구 경수대로 950, 아울렛쇼핑타운 433호 (조원동)",경기도 수원시 장안구 조원동 893 아울렛쇼핑타운 433호,16295,37.3035437598,127.0075005776,,200590.511345382    ,422392.384420752    ,체력단련장업,사립,,
수원시,포리파이브짐,20201222,,13,영업중,,,,16393,경기도 수원시 권선구 서수원로 519 (금곡동),경기도 수원시 권선구 금곡동 1142 ,16393,37.2724436758,126.9594958311,,196334.980365716    ,418944.930678957    ,체력단련장업,사립,,
수원시,스위트짐,20210708,,13,영업중,,031-546-1668,,16482,"경기도 수원시 팔달구 경수대로565번길 9, 3층 (인계동)",경기도 수원시 팔달구 인계동 953-12 ,16482,37.2762131173,127.0295389495,,202549.503125136    ,419362.214419134    ,체력단련장업,사립,,0
수원시,I'm휘트니스,20200429,,13,영업중,,031-898-8263,,16481,"경기도 수원시 팔달구 경수대로 477, 교보빌딩 지하1층 (인계동)","경기도 수원시 팔달구 인계동 967-2 교보빌딩, 지하1층 ",16481,37.2688562926,127.0269116711,,202311.734787598    ,418546.327071063    ,체력단련장업,사립,,
수원시,달라짐 매탄점,20210625,,13,영업중,,,,16545,"경기도 수원시 영통구 매탄로 102, 이삭프라자 3층 (매탄동)",경기도 수원시 영통구 매탄동 1261-2 이삭프라자 ,16545,37.2597361227,127.0434787628,,203788.401876352    ,417548.024137256    ,체력단련장업,사립,,
수원시,비타민휘트니스 7호점,20210804,,13,영업중,,031-296-0177,,16418,"경기도 수원시 장안구 화산로 127, 103호 (천천동)",경기도 수원시 장안구 천천동 460-20 ,16418,37.2946829891,126.9800740593,,198159.805550916    ,421411.062191414    ,체력단련장업,사립,,0
수원시,제이바디짐,20210722,,13,영업중,,,,16509,"경기도 수원시 영통구 에듀타운로 102, 광교중앙역 SK VIEW 3층 (이의동)",경기도 수원시 영통구 이의동 1348 광교중앙역 SK VIEW ,16509,37.2897908809,127.0464223066,,204015.176015857    ,420871.319234968    ,체력단련장업,사립,,0
수원시,주식회사 킹스짐,20210901,,13,영업중,,,,16517,"경기도 수원시 영통구 광교호수공원로 277, 1층 35, 37, 38, 43호 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589 광교중흥에스클래스 ,16517,37.2827839999,127.0575195438,,,,체력단련장업,사립,,0
수원시,팀 보노,20210422,,13,영업중,,,,16566,"경기도 수원시 권선구 세권로195번길 33, SK프라자 3층 (권선동)",경기도 수원시 권선구 권선동 1053-7 SK프라자 ,16566,37.2568463636,127.0260733580,,202237.241583948    ,417212.328859701    ,체력단련장업,사립,,
수원시,에스바디휘트니스,20190412,,13,영업중,,031-222-1016,,16553,"경기도 수원시 권선구 동수원로242번길 6, 101~104호 (권선동)",경기도 수원시 권선구 권선동 1296-2 ,16553,37.2509324825,127.0349846442,,203024.133026325    ,416561.315630006    ,체력단련장업,사립,,
수원시,팀보노,20210624,,13,영업중,,,,16543,"경기도 수원시 영통구 인계로 212, 3층 (매탄동)",경기도 수원시 영통구 매탄동 923-9 ,16543,37.2650704097,127.0406383045,,203533.024093193    ,418123.4626074      ,체력단련장업,사립,,0
수원시,중흥토건(주) 어뮤즈스파 광교점,20190829,,13,영업중,,,,16517,"경기도 수원시 영통구 광교호수공원로 277, B1층 1호, B2층 2호 (원천동, 중흥 S-클래스)",경기도 수원시 영통구 원천동 589 중흥 S-클래스 ,16517,37.2827839999,127.0575195438,,,,체력단련장업,사립,,
수원시,킹스짐 중흥S클래스점,20210825,,13,영업중,,,,16517,"경기도 수원시 영통구 광교호수공원로 277, 1층 35, 37, 38, 43호 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589 광교중흥에스클래스 ,16517,37.2827839999,127.0575195438,,,,체력단련장업,사립,,0
수원시,AMG 휘트니스,20201120,,13,영업중,,,,16630,"경기도 수원시 권선구 호매실로104번길 24-70, 아크미파크 501~508호 (호매실동)",경기도 수원시 권선구 호매실동 1399-1 ,16630,37.2592007975,126.9631428036,,196660.421255819    ,417473.442604382    ,체력단련장업,사립,,
수원시,짐앤골프,20210709,,13,영업중,,,,16225,"경기도 수원시 영통구 대학3로4번길 12, 4층 (이의동)",경기도 수원시 영통구 이의동 1257-3 ,16225,37.2999380367,127.0434277052,,203782.619896135    ,421993.806628267    ,체력단련장업,사립,,0
수원시,변해짐피티(변해짐PT) 인계동 본점,20210906,,13,영업중,,,,16489,"경기도 수원시 팔달구 경수대로446번길 53, 광봉빌딩 5층 (인계동)",경기도 수원시 팔달구 인계동 1032-15 광봉빌딩 ,16489,37.2654235245,127.0295609664,,202549.881499061    ,418161.486173998    ,체력단련장업,사립,,0
수원시,NPO Sportainment,20200716,,13,영업중,,031-215-8332,,16534,"경기도 수원시 팔달구 권광로276번길 4, 선우프라자 5층 501호 (인계동)",경기도 수원시 팔달구 인계동 368 선우프라자 501호,16534,37.2716599245,127.0360978989,,203129.843058126    ,418855.240436824    ,체력단련장업,사립,,0
수원시,ZOE'S PT STUDIO,20210723,,13,영업중,,,,16517,"경기도 수원시 영통구 광교호수공원로 155, 1204동 1층 117호 (원천동, 수원광교에일린의뜰)",경기도 수원시 영통구 원천동 590 수원광교에일린의뜰 ,16517,37.2772576424,127.0597176496,,205189.371558287    ,419528.584777038    ,체력단련장업,사립,,0
수원시,비전휘트니스 매탄점,20210723,,13,영업중,,,,16544,"경기도 수원시 영통구 인계로 260, 우영프라자 4층 401호 (매탄동)",경기도 수원시 영통구 매탄동 1235-1 우영프라자 ,16544,37.2638466582,127.0458674372,,203983.43403189     ,417993.383233885    ,체력단련장업,사립,,0
수원시,마이스터짐,20200117,,13,영업중,,,,16509,"경기도 수원시 영통구 도청로89번길 31, 지(G)-타워 5층 (이의동)",경기도 수원시 영통구 이의동 1347-2 지(G)-타워 ,16509,37.2894798053,127.0475749171,,204150.560067278    ,420832.11834052     ,체력단련장업,사립,,
수원시,비식스 휘트니스,20210127,,13,영업중,,031-546-0911,,16454,"경기도 수원시 팔달구 고매로 1, 4층 (고등동, 엘리시아)",경기도 수원시 팔달구 고등동 116 엘리시아 ,16454,37.2699708924,127.0041213790,,200309.378931128    ,418673.521841164    ,체력단련장업,사립,,
수원시,글로리짐 개인PT,20201119,,13,영업중,,,,16393,경기도 수원시 권선구 금곡로212번길 13 (금곡동),경기도 수원시 권선구 금곡동 1117-4 ,16393,37.2736544254,126.9542309784,,195869.686027032    ,419078.812896084    ,체력단련장업,사립,,
수원시,마이짐,20211005,,13,영업중,,031-211-7155,,16502,"경기도 수원시 영통구 아주로 46, 아록빌딩 4층 (원천동)",경기도 수원시 영통구 원천동 18-1 아록빌딩 ,16502,37.2788029492,127.0440855662,,203847.789880858    ,419654.71326849     ,체력단련장업,사립,,0
수원시,카인드짐 24시휘트니스&스쿼시 수원정자점,20201013,,13,영업중,,,,16334,"경기도 수원시 장안구 정자천로 179, 503,504,509호 (정자동)",경기도 수원시 장안구 정자동 874-5 ,16334,37.2961182664,126.9951266665,,199496.626855085    ,421573.284189843    ,체력단련장업,사립,,0
수원시,크라우드짐,20210811,,13,영업중,,,,16508,"경기도 수원시 영통구 도청로18번길 26, 힐스테이트광교중앙역 235,236호 (이의동)",경기도 수원시 영통구 이의동 1336 힐스테이트광교중앙역 ,16508,37.2876037684,127.0568031498,,204977.175372185    ,420627.234137077    ,체력단련장업,사립,,0
수원시,피티홀릭짐,20210811,,13,영업중,,,,16360,"경기도 수원시 장안구 서부로2135번길 30, 2층 (율전동)",경기도 수원시 장안구 율전동 296-30 ,16360,37.2994353001,126.9703603195,,197299.417239461    ,421938.168792321    ,체력단련장업,사립,,0
수원시,팀타이거짐 세류점,20210811,,13,영업중,,,,16575,"경기도 수원시 권선구 세권로43번길 26-6, 201,202호 (세류동, 수원권선 어울림)",경기도 수원시 권선구 세류동 1255 수원권선 어울림 ,16575,37.2597466480,127.0100300771,,200801.489469078    ,417541.882621595    ,체력단련장업,사립,,0
수원시,BBGYM,20191016,,13,영업중,,,,16305,"경기도 수원시 장안구 경수대로 931, 4층 (송죽동)",경기도 수원시 장안구 송죽동 499-5 ,16305,37.3017616410,127.0081327977,,200657.554662085    ,422204.021489841    ,체력단련장업,사립,,
수원시,바디컨펌짐,20201105,,13,영업중,,031-258-8288,,16304,"경기도 수원시 장안구 경수대로 965, 명성 204호 (송죽동)",경기도 수원시 장안구 송죽동 495-13 명성 ,16304,37.3038758741,127.0050046636,,200368.993080041    ,422425.167761699    ,체력단련장업,사립,,0
수원시,괜찮은짐,20201105,,13,영업중,,,,16224,"경기도 수원시 영통구 웰빙타운로49번길 14, 3층 (이의동)",경기도 수원시 영통구 이의동 1204-3 ,16224,37.3045991243,127.0460061427,,204008.799884233    ,422514.334107342    ,체력단련장업,사립,,
수원시,쎈바디트레이닝센터,20210105,,13,영업중,,031-271-2512,,16329,"경기도 수원시 장안구 덕영대로535번길 38, 경기서적 7층 (천천동)",경기도 수원시 장안구 천천동 524-3 경기서적 ,16329,37.2971810802,126.9824149950,,198369.132669156    ,421688.986769799    ,체력단련장업,사립,,
수원시,민 피티랩,20210108,,13,영업중,,,,16712,"경기도 수원시 영통구 봉영로 1767, 한솔프라자 6층 (영통동)",경기도 수원시 영통구 영통동 945-4 한솔프라자 ,16712,37.2667817991,127.0816362234,,207169.931623656    ,418327.72553416     ,체력단련장업,사립,,
수원시,레벨업휘트니스 정자동점,20210107,,13,영업중,,,,16311,"경기도 수원시 장안구 수성로349번길 4, VISION TOWER 2층 (정자동)",경기도 수원시 장안구 정자동 2-14 VISION TOWER ,16311,37.2933154981,127.0102750277,,200834.973139845    ,421263.447390788    ,체력단련장업,사립,,
수원시,머슬마니아짐,20210826,,13,영업중,,,,16531,"경기도 수원시 영통구 중부대로 252, 5층 (매탄동)",경기도 수원시 영통구 매탄동 153-30 ,16531,37.2745901932,127.0432424458,,203764.557377367    ,419183.79548127     ,체력단련장업,사립,,0
수원시,3 Hand gym,20201113,,13,영업중,,,,16388,"경기도 수원시 권선구 금곡로 116, 유동타워 302호 (금곡동)",경기도 수원시 권선구 금곡동 1085-4 ,16388,37.2739088811,126.9430625097,,194878.404703135    ,419106.936243396    ,체력단련장업,사립,,
수원시,Make PT,20210318,,13,영업중,,,,16698,"경기도 수원시 영통구 영통로218번길 52, 4층 (영통동)",경기도 수원시 영통구 영통동 974-3 ,16698,37.2468280145,127.0601202582,,205262.34           ,416102.795          ,체력단련장업,사립,,
수원시,비타민휘트니스 9호점,20211006,,13,영업중,,031-548-0901,,16305,"경기도 수원시 장안구 송원로 47, 해동빌딩 2층 (송죽동)",경기도 수원시 장안구 송죽동 504-4 ,16305,37.2996670980,127.0073340403,,200580.839277372    ,421964.720406966    ,체력단련장업,사립,,0
수원시,바움 퍼스널트레이닝,20200730,,13,영업중,,,,16630,"경기도 수원시 권선구 호매실로104번길 24-44, 센타프라자 3층 301호 (호매실동)",경기도 수원시 권선구 호매실동 1402 센타프라자 ,16630,37.2581458950,126.9630826279,,196652.904467741    ,417356.913723234    ,체력단련장업,사립,,
수원시,스타덤핏,20200924,,13,영업중,,,,16502,"경기도 수원시 영통구 월드컵로179번길 16, 2,3층 (원천동)",경기도 수원시 영통구 원천동 30-66 ,16502,37.2779515913,127.0453766295,,203949.37797134     ,419561.359823892    ,체력단련장업,사립,,
수원시,더볼트(The VOLT) 화서역점,20190617,,13,영업중,,031-252-3235,,16435,"경기도 수원시 팔달구 덕영대로697번길 7, 아트프라자 10층 (화서동)",경기도 수원시 팔달구 화서동 644-7 아트프라자 ,16435,37.2848584475,126.9905766563,,199095.36314293     ,420315.979384622    ,체력단련장업,사립,,
수원시,비타민휘트니스 3호점,20201112,,13,영업중,,031-293-0102,,16362,"경기도 수원시 장안구 율전로98번길 9, 3층 (율전동)",경기도 수원시 장안구 율전동 297-5 ,16362,37.2981148689,126.9693766698,,197214.405033541    ,421790.820768151    ,체력단련장업,사립,,
수원시,gymPIT,20190514,,13,영업중,,,,16393,"경기도 수원시 권선구 서수원로523번길 20-17, 101호 (금곡동)",경기도 수원시 권선구 금곡동 1132 ,16393,37.2723812376,126.9576690466,,196177.384068966    ,418937.788329489    ,체력단련장업,사립,,
수원시,리조트휘트니스 PT 수원인계점,20190624,,13,영업중,,,,16491,"경기도 수원시 팔달구 권광로 146, 벽산그랜드코아 (인계동)",경기도 수원시 팔달구 인계동 1125-2 벽산그랜드코아 ,16491,37.2604569330,127.0318586271,,202754.805056835    ,417615.620529847    ,체력단련장업,사립,,
수원시,팀보노,20210113,,13,영업중,,,,16593,경기도 수원시 권선구 세류로 28 (세류동),경기도 수원시 권선구 세류동 1277 ,16593,37.2619145247,127.0067793437,,200532              ,417787              ,체력단련장업,사립,,
수원시,ONE PT,20210914,,13,영업중,,,,16399,"경기도 수원시 권선구 매실로 3-1, 2층 (호매실동)",경기도 수원시 권선구 호매실동 466 ,16399,37.2676919436,126.9513528833,,195620.888755533    ,418425.481758822    ,체력단련장업,사립,,0
수원시,뉴MCM휘트니스,20201124,,13,영업중,,031-271-6788,,16498,"경기도 수원시 팔달구 중부대로223번길 4, 블루하우스 5층 (우만동)",경기도 수원시 팔달구 우만동 92-1 블루하우스 ,16498,37.2761498988,127.0409883410,,203569.204909358    ,419342.327125209    ,체력단련장업,사립,,
수원시,2Person,20210106,,13,영업중,,,,16692,"경기도 수원시 영통구 영통로 100, 세호프라자 2층 (망포동)",경기도 수원시 영통구 망포동 532-1 세호프라자 ,16692,37.2378359355,127.0587407033,,205149.197240333    ,415111.915586868    ,체력단련장업,사립,,
