개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
3180000,CDFH3301062002000005,20020319,,3,폐업,3,폐업,20170123,,,,,,,,서울특별시 영등포구 선유동2로 46 지하36호 (당산동5가 유원제일2차아파트 상가),7213,헬스프라자,2.01701E+13,I,2018.8.31 23:59,,190948.9107,447875.4961,체력단련장업,사립,,,,,,,
3180000,CDFH3301061996000004,19961108,,3,폐업,3,폐업,20060221,,,,842-8321,,150825,서울특별시 영등포구 대림동 1082-13번지 ,서울특별시 영등포구 디지털로 343  (대림동),,천하헬스,2.00602E+13,I,2018.8.31 23:59,,190988.5395,442956.0653,체력단련장업,사립,0,,,,,,
3180000,CDFH3301062000000006,20000421,,3,폐업,3,폐업,20050421,,,,677-8007,,150805,서울특별시 영등포구 당산동4가 32-64번지 ,서울특별시 영등포구 당산로38길 10  (당산동4가),,바디헬스,2.00511E+13,I,2018.8.31 23:59,,191014.03,447399.5542,체력단련장업,사립,0,,,,,,
3180000,CDFH3301062000000007,20000603,,3,폐업,3,폐업,20050303,,,,785-2011,,150877,서울특별시 영등포구 여의도동 24-0번지 두레빌딩 3층 ,서울특별시 영등포구 국제금융로2길 7  (여의도동두레빌딩 3층),,에스피스포츠클럽,2.00506E+13,I,2018.8.31 23:59,,193466.5089,446931.4436,체력단련장업,사립,0,,,,,,
3180000,CDFH3301062000000009,20000804,,3,폐업,3,폐업,20220323,,,,784-2710,,,서울특별시 영등포구 여의도동 44-27 하남빌딩 B110호 ,서울특별시 영등포구 의사당대로1길 25 (여의도동 하남빌딩),7333,라이브스포츠헬스클럽(체력단련장),2.02203E+13,U,2022.3.25 2:40,,193737.4802,446434.3033,체력단련장업,사립,,0,0,0,0,,
3180000,CDFH3301061997000001,19971002,,3,폐업,3,폐업,20120416,,,,678-9391,,150036,서울특별시 영등포구 영등포동6가 52-6번지 ,서울특별시 영등포구 영등포로35길 15  (영등포동6가),,양헬스스포츠타운,2.01204E+13,I,2018.8.31 23:59,,191463.7465,446605.3239,체력단련장업,사립,,0,0,0,,,
3180000,CDFH3301061998000002,19980116,,3,폐업,3,폐업,20190621,,,,786-6042,,,서울특별시 영등포구 여의도동 30-3번지 ,서울특별시 영등포구 국제금융로7길 15 (여의도동 여의상가),7338,생활체육마당,2.01906E+13,U,2019.6.23 2:40,,193882.1092,446872.7587,체력단련장업,사립,,,,,,,
3180000,CDFH3301061998000003,19980427,,3,폐업,3,폐업,20071220,,,,847-1088,,150824,서울특별시 영등포구 대림동 1025-94번지 ,서울특별시 영등포구 디지털로 366  (대림동),,국민헬스클럽,2.00712E+13,I,2018.8.31 23:59,,191149.0798,443079.6681,체력단련장업,사립,0,,,,,,
3180000,CDFH3301061999000002,19990317,,3,폐업,3,폐업,20070412,,,,675-7776,,150835,서울특별시 영등포구 문래동3가 73-0번지 ,서울특별시 영등포구 문래로 110  (문래동3가),,문래청소년수련관,2.00704E+13,I,2018.8.31 23:59,,190562.177,446302.8985,체력단련장업,사립,0,1,,4306,,,
3180000,CDFH3301061999000004,19991224,,3,폐업,3,폐업,20050308,,,,836-8686,,150860,서울특별시 영등포구 신길동 4677-0번지 ,서울특별시 영등포구 신길로 36  (신길동),,태양헬스,2.00511E+13,I,2018.8.31 23:59,,191859.7573,443736.8128,체력단련장업,사립,0,,,,,,
3180000,CDFH3301061999000005,19991013,,3,폐업,3,폐업,20190319,,,,2634-4999,,,서울특별시 영등포구 영등포동5가 108-0번지 ,서울특별시 영등포구 영중로22길 10 (영등포동5가),7250,다이나믹,2.01903E+13,U,2019.3.22 2:40,,191670.5132,446588.5212,체력단련장업,사립,,,0,0,,,
3180000,CDFH3301061999000006,19991016,,3,폐업,3,폐업,20070918,,,,,,150872,서울특별시 영등포구 여의도동 15-13번지 ,서울특별시 영등포구 국회대로68길 24  (여의도동),,휘트니스클럽,2.00709E+13,I,2018.8.31 23:59,,192866.8561,447341.3347,체력단련장업,사립,0,,,,,,
3180000,CDFH3301061999000010,19990329,,3,폐업,3,폐업,20080619,,,,845-5046,,150850,서울특별시 영등포구 신길동 413-10번지 ,서울특별시 영등포구 도림로 215  (신길동),,대성헬스클럽,2.00806E+13,I,2018.8.31 23:59,,191437.0245,443983.4363,체력단련장업,사립,0,,,,,,
3180000,CDFH3301062018000006,20181227,,1,영업/정상,13,영업중,,,,,02-2633-2610,,,서울특별시 영등포구 영등포동7가 94-49번지 인따르시아사옥 ,서울특별시 영등포구 버드나루로 88 인따르시아사옥 402~404호 (영등포동7가),7230,메디핏,2.01812E+13,I,2018.12.29 2:20,,191907.8707,447090.5313,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000002,20190228,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 신길동 1136번지 ,서울특별시 영등포구 여의대방로 219 3층 (신길동),7359,웅짐,2.01902E+13,I,2019.3.2 2:21,,193090.2836,444927.5862,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062019000003,20190327,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 17-3번지 삼환까뮤빌딩 ,서울특별시 영등포구 의사당대로 8 삼환까뮤빌딩 11층 (여의도동),7236,베이스휘트니스,2.02005E+13,U,2020.5.20 2:40,,192585.6934,447295.1942,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062019000001,20190226,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 당산동6가 311-1 동화빌딩 ,서울특별시 영등포구 당산로 241 동화빌딩 (당산동6가),7222,주식회사 업핏,2.02106E+13,U,2021.6.20 2:40,,191308.2142,448106.7378,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062019000004,20190415,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 대림동 605-28번지 ,서울특별시 영등포구 도신로 36 2층 (대림동),7379,테라피트,2.01904E+13,I,2019.4.17 2:20,,190829.6695,444711.0872,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062019000006,20190524,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 23번지 서울 국제금융 센터 ,서울특별시 영등포구 국제금융로 10 서울 국제금융 센터 3층 300호 (여의도동),7326,주식회사제임스짐아이에프씨,2.01905E+13,I,2019.5.26 2:20,,193326.931,446973.9146,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062019000005,20190430,,1,영업/정상,13,영업중,,,,,02-2633-9618,,,서울특별시 영등포구 당산동6가 338-1번지 한경빌딩 ,서울특별시 영등포구 양평로 64 한경빌딩 3층 (당산동6가),7222,당산역점 스포애니 주)케이디스포츠,2.01904E+13,I,2019.5.13 14:10,,191096.383,448115.6414,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000007,20190610,,1,영업/정상,13,영업중,,,,,02-2633-8151,,,서울특별시 영등포구 당산동1가 254-20번지 ,서울특별시 영등포구 당산로 84-1 2층 (당산동1가),7266,바디 챌린지,2.01906E+13,I,2019.6.12 2:21,,190737.849,446674.2785,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062019000008,20190701,,1,영업/정상,13,영업중,,,,,02-2677-3990,,,서울특별시 영등포구 문래동6가 56-1번지 미주프라자아파트 ,서울특별시 영등포구 선유로 49 3층 (문래동6가 미주프라자아파트),7281,리얼바디짐 문래점,2.01907E+13,I,2019.7.3 2:21,,190089.0424,446237.8353,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062019000011,20190920,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동3가 82-12번지 ,서울특별시 영등포구 영등포로20길 22-8 지율빌딩 2층 (문래동3가),7294,파텔라,2.01909E+13,I,2019.9.22 2:22,,190370.5846,446420.1976,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000010,20160518,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동5가 19-12번지 전일빌딩 ,서울특별시 영등포구 선유로9나길 22 전일빌딩 (문래동5가),7286,머슬팜짐,2.01908E+13,U,2019.8.20 2:40,,189842.3564,445953.2323,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000009,20190705,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동3가 55-20번지 에이스하이테크시티 ,서울특별시 영등포구 경인로 775 에이스하이테크시티 (문래동3가),7299,헬스보이짐,2.01907E+13,I,2019.7.7 2:21,,190996.3573,445841.3776,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000012,20191022,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 문래동3가 77-58번지 ,서울특별시 영등포구 선유로 50 (문래동3가),7295,스트롱무브,2.0191E+13,I,2019.10.24 0:22,,190143.2926,446232.4589,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062019000013,20191106,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 17-6번지 ,서울특별시 영등포구 국회대로62길 15 (여의도동),7236,뷰에르,2.01911E+13,I,2019.11.8 0:23,,192574.9194,447224.7859,체력단련장업,사립,,,,,,,
3180000,CDFH3301062019000014,20191106,,1,영업/정상,13,영업중,,,,,02-3489-8881,,,서울특별시 영등포구 양평동3가 5-4 에이스 하이테크시티3 ,서울특별시 영등포구 선유로 130 에이스 하이테크시티3 (양평동3가),7255,(주) 스포짐 양평점,2.02007E+13,U,2020.8.2 2:40,,190325.8494,447033.8735,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062022000002,20220218,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 신길동 2363 메트하임 ,서울특별시 영등포구 신풍로 93 메트하임 지하1층 (신길동),7392,신길동점 스포애니,2.02202E+13,I,2022.2.20 0:22,,192558.2718,444233.8189,체력단련장업,사립,,2,0,0,0,,
3180000,CDFH3301062006000002,20060228,,3,폐업,3,폐업,20220524,,,,02-2678-4204,,150863,서울특별시 영등포구 양평동1가 132-1,,,유진헬스클럽,2.02205E+13,U,2021.12.4 22:05,,190200.049,446799.1939,,,,,,,,,
3180000,CDFH3301062022000003,20220308,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 신길동 324-37 용성빌딩(JYS빌딩) ,서울특별시 영등포구 가마산로 451 용성빌딩(JYS빌딩) 4층 (신길동),7383,신길PT,2.02203E+13,I,2022.3.10 0:22,,191667.0923,444856.2983,체력단련장업,사립,,1,0,0,0,,
3180000,CDFH3301062005000016,20051213,,3,폐업,3,폐업,20220524,,,,3453-5990,,,서울특별시 영등포구 문래동5가 1 대림아파트 지하1층 B101호,서울특별시 영등포구 선유로 33 (문래동5가 문래대림아파트),7285,현희휘트니스,2.02205E+13,U,2021.12.4 22:05,,190034.4366,446093.4839,,,,,,,,,
3180000,CDFH3301062005000013,20050930,,1,영업/정상,13,영업중,,,,,783-5620,,,서울특별시 영등포구 여의도동 13-31번지 지하1층 ,서울특별시 영등포구 은행로 37 (여의도동 기계산업진흥회),7238,헬스보이짐,2.01911E+13,U,2019.11.10 2:40,,193089.3591,447463.3031,체력단련장업,사립,,,,814,,,
3180000,CDFH3301062005000014,20051011,,1,영업/정상,13,영업중,,,,,831-0520,,,서울특별시 영등포구 대림동 700-2번지 지하1층 ,서울특별시 영등포구 대림로 152 (대림동 연희빌딩),7422,포임스포츠클럽,2.01512E+13,I,2018.8.31 23:59,,191130.9861,443600.0097,체력단련장업,사립,,,,,,,
3180000,CDFH3301062006000001,20060118,,1,영업/정상,13,영업중,,,,,02-831-5117,,,서울특별시 영등포구 신길동 4936번지 푸른숲상가 ,서울특별시 영등포구 가마산로79길 46 (신길동),7350,푸른숲헬스사우나,2.01512E+13,I,2018.8.31 23:59,,192702.3063,445115.5146,체력단련장업,사립,,,,,,,
3180000,CDFH3301062006000003,20060605,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 신길동 4780번지 ,서울특별시 영등포구 여의대방로 25 지하101호 (신길동 보라매 경남아너스빌),7437,알파 트레이닝센터,2.01707E+13,I,2018.8.31 23:59,,191982.7348,443643.3899,체력단련장업,사립,,,,,,,
3180000,CDFH3301062009000002,20090616,,1,영업/정상,13,영업중,,,,,831-8051,,150855,서울특별시 영등포구 신길동 1167번지 에어스포렉스 3층 ,,,에어 스포렉스,2.01601E+13,I,2018.8.31 23:59,,,,체력단련장업,사립,,,,2385.74,,,
3120000,CDFH3301062022000008,20220622,,1,영업/정상,13,영업중,,,,,02-303-5301,,,서울특별시 서대문구 남가좌동 1-2,서울특별시 서대문구 명지대길 103 7층 (남가좌동),3672,짐라이트,2.0221E+13,U,2021.10.30 23:05,,193132.9095,453583.5348,,,,,,,,,
3180000,CDFH3301062009000004,20090731,,1,영업/정상,13,영업중,,,,,02-810-4318,,,서울특별시 영등포구 신길동 2001-3 ,서울특별시 영등포구 가마산로 538 지하1층 (신길동),7390,해군 헬스장,2.02201E+13,U,2022.1.16 2:40,,192457.22,444609.5381,체력단련장업,사립,,,,9632,,,
3180000,CDFH3301062009000006,20091029,,1,영업/정상,13,영업중,,,,,2638-3090,,150798,서울특별시 영등포구 영등포동4가 442번지 (주)경방타임스퀘어 4층 ,서울특별시 영등포구 영중로 15  (영등포동4가(주)경방타임스퀘어 4층),,코트야드 피트니스 센터,2.0091E+13,I,2018.8.31 23:59,,191385.0574,446098.5559,체력단련장업,사립,,,,340895.83,,,
3180000,CDFH3301061990000001,19900105,,1,영업/정상,13,영업중,,,,,678-2650,,150034,서울특별시 영등포구 영등포동4가 8-3번지 ,,,영헬스,2.00304E+13,I,2018.8.31 23:59,,,,체력단련장업,사립,,0,0,0,,,
3180000,CDFH3301061994000001,19940106,,1,영업/정상,13,영업중,,,,,786-7079,,,서울특별시 영등포구 여의도동 36-2번지 ,서울특별시 영등포구 국제금융로6길 33 (여의도동),7331,위너헬스크럽,2.01512E+13,I,2018.8.31 23:59,,193469.5547,446508.0687,체력단련장업,사립,,,,,,,
3180000,CDFH3301061994000002,19941122,,3,폐업,3,폐업,20220706,,,,833-9971,,,서울특별시 영등포구 대림동 667-10,서울특별시 영등포구 가마산로 375 (대림동 용진빌딩),7381,한양헬스타운,2.02206E+13,U,2021.12.5 23:06,,191029.7457,444442.5194,,,,,,,,,
3180000,CDFH3301061993000002,19931117,,3,폐업,3,폐업,20220706,,,,841-5916,,150841,서울특별시 영등포구 신길동 289-6,서울특별시 영등포구 도신로 120 (신길동),,덕유헬스크럽,2.02206E+13,U,2021.12.5 23:06,,191570.8277,445114.3489,,,,,,,,,
3180000,CDFH3301061989000011,19891222,,3,폐업,3,폐업,20220706,,,,2633-1753,,,서울특별시 영등포구 양평동4가 64-3,서울특별시 영등포구 양평로 89-1 (양평동4가),7208,백영웅육체미,2.02206E+13,U,2021.12.5 23:06,,190825.2655,448209.8361,,,,,,,,,
3160000,CDFH3301062022000005,20220620,,1,영업/정상,13,영업중,,,,,02-2611-9688,,,서울특별시 구로구 오류동 156 세명프라자,서울특별시 구로구 오류로8길 16 세명프라자 301302호 (오류동),8343,에버핏 오류점,2.02206E+13,I,2021.12.5 22:02,,185924.4165,443212.4288,,,,,,,,,
3210000,CDFH3301062022000018,20220622,,1,영업/정상,13,영업중,,,,,,,,서울특별시 서초구 방배동 2257 다온빌딩,서울특별시 서초구 동광로 4 다온빌딩 3층 (방배동),6566,무브케어랩 퍼스널트레이닝,2.02206E+13,I,2021.12.5 22:04,,198456.8937,443169.0885,,,,,,,,,
3180000,CDFH3301062011000001,20110308,,1,영업/정상,13,영업중,,,,,845-8483,,,서울특별시 영등포구 대림동 909-2 썬프라자,서울특별시 영등포구 신길로 39 썬프라자 (대림동),7440,주식회사 영자피트니스 썬프라자,2.0221E+13,U,2021.10.30 22:01,,191800.7282,443809.7739,,,,,,,,,
3180000,CDFH3301062013000006,20130827,,1,영업/정상,13,영업중,,,,,2633-3854,,150863,서울특별시 영등포구 양평동1가 190번지 ,서울특별시 영등포구 영등포로 59 (양평동1가),150863,핏타운,2.01704E+13,I,2018.8.31 23:59,,190028.9185,446747.3803,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062013000007,20130916,,1,영업/정상,13,영업중,,,,,28334194,,150847,서울특별시 영등포구 신길동 294-8번지 ,서울특별시 영등포구 도신로 94 (신길동),7382,진풍헬스,2.01401E+13,I,2018.8.31 23:59,,191328.7224,444989.2624,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062013000008,20131120,,1,영업/정상,13,영업중,,,,,226797070,,150700,서울특별시 영등포구 문래동3가 82-29 ,서울특별시 영등포구 선유로 70 (문래동3가),7294,고투 피트니스 앤 골프,2.02201E+13,U,2022.1.22 2:40,,190217.7051,446449.9176,체력단련장업,사립,,,,,,,
3180000,CDFH3301062014000001,20140204,,1,영업/정상,13,영업중,,,,,,,150809,서울특별시 영등포구 당산동6가 298번지 ,서울특별시 영등포구 당산로 238 (당산동6가),7223,이도공감,2.01612E+13,I,2018.8.31 23:59,,191343.629,448044.5221,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062014000005,20140724,,3,폐업,3,폐업,20220531,,,,02-831-7018,,150855,서울특별시 영등포구 신길동 1300 정오빌딩,서울특별시 영등포구 영등포로 422 5층 (신길동 정오빌딩),7354,바디시크릿,2.02205E+13,U,2021.12.4 22:07,,193281.8752,445570.8142,,,,,,,,,
3180000,CDFH3301062005000011,20050922,,1,영업/정상,13,영업중,,,,,6277-0700,,,서울특별시 영등포구 여의도동 35 한국노총 14층 ,서울특별시 영등포구 국제금융로6길 26 (여의도동 한국노총),7328,헬스보이짐 여의도역점,2.02102E+13,U,2021.2.18 2:40,,193474.2408,446636.6636,체력단련장업,사립,,,,27794.98,,,
3180000,CDFH3301061994000003,19941201,,3,폐업,3,폐업,20220706,,,,849-0960,,,서울특별시 영등포구 신길동 156-3,서울특별시 영등포구 도신로 222 (신길동),7349,훈헬스클럽,2.02206E+13,U,2021.12.5 23:06,,192503.319,445486.6365,,,,,,,,,
3180000,CDFH3301062014000003,20140430,,1,영업/정상,13,영업중,,,,,2638-0251,,150045,서울특별시 영등포구 당산동5가 8번지 ,서울특별시 영등포구 당산로 203 지하1층 113호 (당산동5가 데시앙루브),7213,(주)스퀘어짐 당산점,2.01404E+13,I,2018.8.31 23:59,,191093.8755,447795.0218,체력단련장업,사립,,2,,24573.13,,,
3180000,CDFH3301062014000006,20140926,,1,영업/정상,13,영업중,,,,,02-831-7498,,150859,서울특별시 영등포구 신길동 4217번지 ,서울특별시 영등포구 대방천로 258 6~8층 (신길동),7433,쿼터짐,2.01409E+13,I,2018.8.31 23:59,,192804.8456,444030.8842,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062015000001,20150107,,1,영업/정상,13,영업중,,,,,,,150804,서울특별시 영등포구 당산동3가 398-5번지 ,서울특별시 영등포구 양산로19길 13-2 (당산동3가),7261,코리아 스트렝스(Korea Strength),2.01501E+13,I,2018.8.31 23:59,,190629.6741,447049.0897,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062015000002,20150127,,1,영업/정상,13,영업중,,,,,02-2677-9682,,150038,서울특별시 영등포구 영등포동8가 80-2번지 201호,서울특별시 영등포구 영중로 138-1 201호 (영등포동8가),7226,바디클래스,2.01709E+13,I,2018.8.31 23:59,,191627.9063,447383.9936,체력단련장업,사립,,1,,2217.37,,,
3180000,CDFH3301062015000010,20150907,,1,영업/정상,13,영업중,,,,,02-786-7900,,,서울특별시 영등포구 여의도동 43-2번지 호정빌딩 지하2층 ,서울특별시 영등포구 국제금융로 72 (여의도동 호정빌딩 지하2층),7333,크로스핏혼,2.01509E+13,I,2018.8.31 23:59,,193819.5751,446543.5339,체력단련장업,사립,,2,,,,,
3180000,CDFH3301062015000012,20151006,,1,영업/정상,13,영업중,,,,,02-2632-0988,,,서울특별시 영등포구 영등포동8가 42-1번지 ,서울특별시 영등포구 영신로 228-6 (영등포동8가 한양아이클래스오피스텔 B102호),7228,CrossFit Movement,2.01708E+13,I,2018.8.31 23:59,,191444.6552,447251.7402,체력단련장업,사립,,,,7871.76,,,
3180000,CDFH3301062015000013,20151111,,1,영업/정상,13,영업중,,,,,02-2631-0708,,,서울특별시 영등포구 문래동3가 55-4번지 ,서울특별시 영등포구 문래로26길 6 101동 비121호 (문래동3가 문래동메가트리움),7297,크로스핏 킹콩,2.01511E+13,I,2018.8.31 23:59,,190866.6058,446211.6159,체력단련장업,사립,,,,,,,
3180000,CDFH3301062015000014,20151123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 여의도동 53번지 우정빌딩 301호 ,서울특별시 영등포구 여의대방로 394 (여의도동 우정빌딩301호),7343,헬스네비 휘트니스,2.01608E+13,I,2018.8.31 23:59,,193989.2726,446346.5622,체력단련장업,사립,,,,,,,
3180000,CDFH3301062015000015,20151126,,1,영업/정상,13,영업중,,,,,02-835-1087,,,서울특별시 영등포구 도림동 151-2번지 2층 ,서울특별시 영등포구 도신로 85 (도림동 2층),7370,프라나(Prana)헬스클럽,2.02003E+13,U,2020.3.14 2:40,,191237.9845,444989.4367,체력단련장업,사립,,,,,,,
3180000,CDFH3301062016000001,20160122,,1,영업/정상,13,영업중,,,,,02-761-5682,,,,서울특별시 영등포구 국제금융로 지하 86 118호 (여의도동 롯데캐슬 아이비),7333,무브짐,2.01601E+13,I,2018.8.31 23:59,,193896.2821,446442.5714,체력단련장업,사립,,1,,97.23,,,
3210000,CDFH3301062022000019,20220627,,1,영업/정상,13,영업중,,,,,02-3482-1112,,,서울특별시 서초구 서초동 1698-9 명산빌딩,서울특별시 서초구 서초대로51길 22 명산빌딩 2층 (서초동),6604,더 퍼스트 피티 스튜디오,2.02206E+13,I,2021.12.5 22:09,,201184.9186,443755.4995,,,,,,,,,
3230000,CDFH3301062022000017,20220627,,1,영업/정상,13,영업중,,,,,02-575-9682,,,서울특별시 송파구 가락동 913 헬리오시티 1A동 3058~3059호,서울특별시 송파구 송파대로 345 1A동 3058~3059호 (가락동 헬리오시티),5698,로그짐 송파역점,2.02206E+13,I,2021.12.5 22:09,,209416.47,444027.4958,,,,,,,,,
3180000,CDFH3301062016000003,20160411,,1,영업/정상,13,영업중,,,,,02-780-7890,,,서울특별시 영등포구 여의도동 36-2번지 ,서울특별시 영등포구 국제금융로6길 33 7층 2호 (여의도동),7331,트레이닝 스튜디오 비칼,2.01604E+13,I,2018.8.31 23:59,,193469.5547,446508.0687,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062004000012,20041214,,3,폐업,3,폐업,20220531,,,,831-5588,,,서울특별시 영등포구 신길동 156-3,서울특별시 영등포구 도신로 222 (신길동),7349,헤라짐,2.02205E+13,U,2021.12.4 22:07,,192503.319,445486.6365,,,,,,,,,
3180000,CDFH3301062011000003,20110315,,1,영업/정상,13,영업중,,,,,832-7593,,150813,서울특별시 영등포구 대림동 688-2번지 ,서울특별시 영등포구 대림로 212 (대림동),,이루어짐 대림점,2.01911E+13,U,2019.11.6 2:40,,190927.2923,444157.7654,체력단련장업,사립,,,,4739.68,,,
3180000,CDFH3301062012000001,20120402,,1,영업/정상,13,영업중,,,,,02-897-9119,,150045,서울특별시 영등포구 당산동5가 11-34번지 삼성타운 303호,서울특별시 영등포구 당산로44길 3 303호 (당산동5가),7214,커브스 당산클럽,2.01204E+13,I,2018.8.31 23:59,,191186.0372,447739.897,체력단련장업,사립,,1,,,,,
3180000,CDFH3301062012000002,20120503,,3,폐업,3,폐업,20220706,,,,,,150837,서울특별시 영등포구 신길동 50-2,서울특별시 영등포구 영등포로 347 10층 (신길동),7318,네이쳐 휘트니스,2.02206E+13,U,2021.12.5 23:06,,192654.9264,445917.0212,,,,,,,,,
3180000,CDFH3301062007000002,20070309,,1,영업/정상,13,영업중,,,,,841-2300,,150837,서울특별시 영등포구 신길동 7-4번지 ,,,(주)동진카운티스포츠센터,2.00703E+13,I,2018.8.31 23:59,,192952.1579,445971.7754,체력단련장업,사립,0,,,,,,
3180000,CDFH3301062016000004,20160603,,1,영업/정상,13,영업중,,,,,02-833-0525,,,서울특별시 영등포구 신길동 501,서울특별시 영등포구 여의대방로 141 (신길동 순흥빌딩),7432,PT PICK(피티픽),2.02206E+13,U,2021.12.5 22:03,,192853.8716,444167.8634,,,,,,,,,
3180000,CDFH3301062008000002,20080318,,1,영업/정상,13,영업중,,,,,2068-9686,,150102,서울특별시 영등포구 양평동2가 1-1번지 신동아하이팰리스101동 지하1층 ,서울특별시 영등포구 선유서로 67  (양평동2가신동아하이팰리스101동 지하1층),,팝스짐 스마트,2.00803E+13,I,2018.8.31 23:59,,189734.544,446634.2546,체력단련장업,사립,0,,,62419.5,,,
3130000,CDFH3301062022000011,20220622,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 동교동 206-11,서울특별시 마포구 동교로23길 7 지1층 (동교동),3992,짐릿(Gym Lit),2.02206E+13,I,2021.12.5 22:04,,192932.4735,450467.019,,,,,,,,,
3180000,CDFH3301062008000005,20080714,,1,영업/정상,13,영업중,,,,,2634-3034,,150045,서울특별시 영등포구 당산동5가 11-34번지 삼성타운 7층 708호,서울특별시 영등포구 당산로44길 3  708호 (당산동5가삼성타운 7층),,커브스 당산2클럽,2.00807E+13,I,2018.8.31 23:59,,191186.0372,447739.897,체력단련장업,사립,0,1,,17424.63,,,
3180000,CDFH3301062016000005,20160607,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 영등포구 국제금융로6길 33 3층 (여의도동),7331,힙업공장,2.02006E+13,U,2020.6.21 2:40,,193469.5547,446508.0687,체력단련장업,사립,,,,,,,
3180000,CDFH3301062015000005,20150323,,1,영업/정상,13,영업중,,,,,02-891-8411,,150832,서울특별시 영등포구 도림동 176-1번지 ,서울특별시 영등포구 도영로 50 3층 (도림동),7374,휴휘트니스,2.01503E+13,I,2018.8.31 23:59,,190943.7983,445312.0198,체력단련장업,사립,,2,,4482.16,,,
3180000,CDFH3301062012000005,20120809,,1,영업/정상,13,영업중,,,,,,,150749,서울특별시 영등포구 여의도동 36-2번지 ,서울특별시 영등포구 국제금융로6길 33 지하1층 (여의도동),7331,맨하탄 체력장,2.01208E+13,I,2018.8.31 23:59,,193469.5547,446508.0687,체력단련장업,사립,,,,,,,
3180000,CDFH3301062004000009,20040729,,1,영업/정상,13,영업중,,,,,843-4044,,,서울특별시 영등포구 신길동 448-16번지 샘탑빌딩 지하1층 ,서울특별시 영등포구 신길로 59 지하1층 (신길동 샘탑빌딩),7424,아이언짐 신길점,2.01704E+13,I,2018.8.31 23:59,,191779.5226,443972.8704,체력단련장업,사립,,,,,,,
3190000,CDFH3301062006000002,20061206,,1,영업/정상,13,영업중,,,,,,,,서울특별시 동작구 사당동 252-17번지 ,서울특별시 동작구 사당로 215 (사당동 서림빌딩),7004,(주)데일리짐,2.01912E+13,U,2019.12.20 2:40,,197486.5016,442493.7815,체력단련장업,사립,,1,,,,,
3140000,CDFH3301062020000006,20200903,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 목동 405-298 2층,서울특별시 양천구 목동동로12길 21 2층 (목동),8006,머슬 R.O.K.,2.02209E+13,U,2021.12.8 22:05,,188751.6307,446749.4448,,,,,,,,,
3180000,CDFH3301062008000004,20080611,,1,영업/정상,13,영업중,,,,,2672-9300,,150038,서울특별시 영등포구 영등포동8가 72 미소로 67층,서울특별시 영등포구 영신로 238 (영등포동8가미소로 67층),,테리온 휘트니스,2.02207E+13,U,2021.12.6 22:01,,191463.4866,447373.1745,,,,,,,,,
